"name","restaurant_name","identifier","price_usd"
"YUCA, HUEVO Y SALAMI","KARETA","PHILADELPHIA, PA",6
"YUCA, HUEVOS, SALAMI O QUESO","EL MANTO","SEAMLESS, EAST ELMHURST, NY",6
"YUCA, HUEVOS, SALAMI O QUESO WITH COFFEE","EL MANTO","SEAMLESS, EAST ELMHURST, NY",13
"YUCA, SALAMI Y HUEVO","RICO POLLO 3","SEAMLESS, BROOKLYN, NY",7.5
"YUCA, SALAMI Y HUEVO","RICO POLLO II RESTAURANT","SEAMLESS, BROOKLYN, NY",7.2
"YUCA, SALAMI Y HUEVO O QUESO BLANCO","JORGE'S RESTAURANT","SEAMLESS, RIDGEWOOD, NY",7
"YUCA, SALAMI Y HUEVO O QUESO BLANCO","JORGE's RESTAURANT","689 SENECA AVENUE, DOORDASH, RIDGEWOOD, NY",7
"YUCA, SALAMI Y HUEVO, QUESO BLANCO","RG DELI & GROCERY","SEAMLESS, CORONA, NY",8.99
"YUCA, SALAMI Y QUESO BLANCO","RICO POLLO 3","SEAMLESS, BROOKLYN, NY",7.5
"YUCA, SALAMI Y QUESO BLANCO","RICO POLLO II RESTAURANT","SEAMLESS, BROOKLYN, NY",7.2
"YUCA, SALMI, HUEVO AND QUESO","MI BELLA DAMA RESTAURANT","SEAMLESS, BROOKLYN, NY",8
"YUCA,O,GUINEO,O,PAPAS,FRITAS,2,HUEVOS,2,SALAMI,1QUESO","EL VIEJO JOBO SEAFOOD RESTAURANT","SEAMLESS, BRONX, NY",7.99
"YUCA-CASSAVA BREAKFAST","STANLEY COFFEE SHOP","SEAMLESS, BROOKLYN, NY",9
"YUCA/ CASSAVA","MS CARIDAD RESTAURANT III","BRONX, NY",7.99
"YUCA/CASAVA","MAJESTIC RESTAURANT","SEAMLESS, BRONX, NY",4
"YUCA/CASSAVA /PLAIN","JR PRIMOS","SEAMLESS, BRONX, NY",6
"YUCA/CASSAVA 3 GOLPES","JR PRIMOS","SEAMLESS, BRONX, NY",8
"YUCA/MANDIOCA","BRAZIL EXPRESS GRILL","UBEREATS, SCHAUMBURG, IL",3.95
"YUCA/MOJO","LA VINA CUBAN CUISINE","UBEREATS, HOUSTON, TX",2.75
"YUCAFONGITOS","CAFE DE BROADWAY","NEW YORK, NY",16
"YUCAFONGO DE CHURRASCO","CAFE DE BROADWAY","NEW YORK, NY",25
"YUCAFONGO DE MARISCOS","CAFE DE BROADWAY","NEW YORK, NY",26
"YUCAMOFONGO","MEZCLA DE SABORES","SEAMLESS, NY, NY",9.95
"YUCAS","BELTRANEJA RESTAURANT","BRONX, NY",3.5
"YUCAS A LA HUANCAINA","CRANDALLS PERUVIAN BISTRO - AUTHENTIC PERUVIAN F","GRUBHUB, MADISON, WI",9.5
"YUCAS A LA HUANCAINA","PERU GOURMET","UBEREATS, HOUSTON, TX",8.9
"YUCAS FRITA","RAFA'S SUPER SANDWICH","NEW YORK, NY",2
"YUCAS FRITA CON ROPA VIEJA","RAFA'S SUPER SANDWICH","NEW YORK, NY",5
"YUCAS Y GUINEITOS","BAILEY SEAFOOD & KUCHIFRITO","SEAMLESS, BRONX, NY",4.99
"YUCATAN","CANCUN MEXICAN MARGARITA GRILL","GRUBHUB, FREDERICKSBURG, VA",12
"YUCATAN","HERRERAS MEXICAN KITCHEN & BAR","GRUBHUB, CONROE, TX",15.95
"YUCATAN","LA PINATA MEXICAN RESTAURANT","UBEREATS, PHOENIX, AZ",14.75
"YUCATAN","LA SANDIA","DENVER, CO",9
"YUCATAN","LOS TRES RANCHITOS","GRUBHUB, TOMBALL, TX",15.95
"YUCATAN","LOS TRES RANCHITOS MEXICAN RESTAURANT","19620 KUYKENDAHL ROAD, DOORDASH, SPRING, TX",15.95
"YUCATAN","NATURAL VALLEY MARKET","SEAMLESS, BROOKLYN, NY",5.49
"YUCATAN","ROCCO'S TACOS & TEQUILA BAR","FORT, FL",17.5
"YUCATAN","ROCCO'S TACOS & TEQUILA BAR","ORLANDO, FL",19
"YUCATAN (VEGETARIAN)","MEXICAN CONNECTION","SARATOGA SPRINGS, NY",15
"YUCATAN - REGULAR","BAJA JOE'S","DARIEN, CT",4
"YUCATAN BACON CHEESEBURGER","THE KETCH SEAFOOD GRILL","LEXINGTON, KY",10.5
"YUCATAN BAKED CATFISH WITH LIME CILANTRO CORN CRUMB","PANCHO'S CANTINA","ISLAND PARK, NY",22.99
"YUCATAN BBQ SHRIMP FAJITA","ABUELO'S MEXICAN FOOD EMBASSY","GRUBHUB, PEORIA, AZ",20.69
"YUCATAN BBQ SHRIMP FAJITA","ABUELO'S RESTAURANT","GRUBHUB, CHESAPEAKE, VA",20.69
"YUCATAN BBQ SHRIMP FAJITA","ABUELOS MEXICAN RESTAURANT","GRUBHUB, KISSIMMEE, FL",20.69
"YUCATAN BENEDICT BRUNCH","LANGERMANN'S","BALTIMORE, MD",12
"YUCATAN CAMARON","ACAPULCO MEXICAN CUISINE","GRUBHUB, LA GRANGE, KY",11.99
"YUCATAN CAMARÓN","ACAPULCO MEXICAN CUISINE","GRUBHUB, LA GRANGE, KY",14.99
"YUCATAN CHICKEN","CAMINO REAL KITCHEN & TEQUILA","GRUBHUB, BAKERSFIELD, CA",15
"YUCATAN CHICKEN CAESAR SALAD","MO'S EGG HOUSE","GRUBHUB, TEMECULA, CA",10.95
"YUCATAN CHICKEN CAESAR SALAD","MO'S EGG HOUSE","REDMOND, OR",10.95
"YUCATAN CHICKEN SALAD","RETRO 520 DINER","SEAMLESS, MOUNT VERNON, NY",15
"YUCATAN CHICKEN SALAD","WESTCHESTER DINER","GRUBHUB, PEEKSKILL, NY",15.5
"YUCATAN CHICKEN SANDWICH","MO'S EGG HOUSE","GRUBHUB, TEMECULA, CA",10.25
"YUCATAN CHICKEN SANDWICH","MO'S EGG HOUSE","REDMOND, OR",10.25
"YUCATAN CHICKEN TACOS","EARLS KITCHEN + BAR | GLENARM","DENVER, CO",14.5
"YUCATAN CHICKEN TAQUITOS","KITCHENETTE UPTOWN","NEW YORK, NY",9.5
"YUCATAN CHICKEN TORTILLA","CAFE ZUPAS","DRAPER, UT",3.99
"YUCATAN CHILI","EVERYTABLE","LOS ANGELES, CA",4.95
"YUCATAN CHIPOTLE CHICKEN","CAFE ZUPAS","DRAPER, UT",4.99
"YUCATAN COCHINITA PIBIL","SENIOR LOCO TACOS AND TEQUILA","GRUBHUB, JACKSONVILLE, FL",19
"YUCATAN COCHINITA PIBIL HOUSE SPECIAL","SENIOR LOCO TACOS AND TEQUILA","GRUBHUB, JACKSONVILLE, FL",16
"YUCATAN COMBO","SAN JOSE MEX & TEQUILA BAR","GRUBHUB, RALEIGH, NC",9
"YUCATAN COMBO","SAN JOSE'S TACOS & TEQUILA","GRUBHUB, RALEIGH, NC",11
"YUCATAN ENCHILADAS","EL AZABACHE MEXICAN RESTAURANT","GRUBHUB, INDIANAPOLIS, IN",9.25
"YUCATAN ENCHILADAS","GUADALAJARA GRILL MEXICAN RESTAURANT","GRUBHUB, INDIANAPOLIS, IN",8.59
"YUCATAN FISH","ACAPULCO MEXICAN CUISINE","GRUBHUB, LA GRANGE, KY",11.99
"YUCATAN FISH","BAR ABILENE","MINNEAPOLIS, MN",4
"YUCATAN FISH","EL CHARRO AUTHENTIC MEXICAN CUISINE","GRUBHUB, LEXINGTON, KY",15.99
"YUCATAN FISH","GUSTAVO'S MEXICAN GRILL | CRESTWOOD","CRESTWOOD, KY",12.99
"YUCATAN FISH","GUSTAVO'S MEXICAN GRILL | LA GRANGE","LA, KY",12.99
"YUCATAN FISH","GUSTAVO'S MEXICAN GRILL | PROSPECT","PROSPECT, KY",12.99
"YUCATAN FISH","GUSTAVOS MEXICAN GRILL","GRUBHUB, LA GRANGE, KY",12.99
"YUCATAN FISH","LOS PORTALES MEXICAN GRILL","EVANSVILLE, IN",12.99
"YUCATAN FISH TACOS (3)","SHAW'S CRAB HOUSE","UBEREATS, CHICAGO, IL",18
"YUCATAN FLAUTAS","PAPAS AND BEER HWY 81","GRUBHUB, ANDERSON, SC",8.99
"YUCATAN FLAUTAS LUNCH","PAPAS AND BEER HENDERSONVILLE","GRUBHUB, HENDERSONVILLE, NC",7.99
"YUCATAN FRESH MAHI MAHI SANDWICH","ACHIOTE GRILL","GRUBHUB, HUNTINGTON BEACH, CA",8.99
"YUCATAN FRIED CHICKEN","AGAVE BAR & GRILL","NAPLES, FL",19
"YUCATAN GRILL","LOS CABOS CANTINA & GRILL","GRUBHUB, PEORIA, IL",11.99
"YUCATAN GRILLED CHICKEN - REGULAR","ACAPULCO","CHOWNOW, WOODBURY, MN",13.49
"YUCATAN GRILLED CHICKEN SALAD","LAREDO'S MEXICAN RESTAURANT","ROSEMONT, IL",9.99
"YUCATAN GUACAMOLE","BUENA VIDA","ARLINGTON, VA",12
"YUCATAN GUACAMOLE","HAMPTONS MARKETPLACE","SEAMLESS, NEW YORK, NY",6.99
"YUCATAN GUACAMOLE 95% AVOCADO 16 OZ","BROOKLYN BORN MINI MARKET","SEAMLESS, BROOKLYN, NY",11.99
"YUCATAN GUACAMOLE 95% AVOCADO 8 OZ","BROOKLYN BORN MINI MARKET","SEAMLESS, BROOKLYN, NY",8.99
"YUCATAN GUACAMOLE MILD 95% AVOCADO 8 OZ","BROOKLYN BORN MINI MARKET","SEAMLESS, BROOKLYN, NY",8.99
"YUCATAN GUACAMOLE ORG 16 OZ","BROOKLYN BORN MINI MARKET","SEAMLESS, BROOKLYN, NY",11.99
"YUCATAN GUACAMOLE ORG 8 OZ","BROOKLYN BORN MINI MARKET","SEAMLESS, BROOKLYN, NY",9.99
"YUCATAN GUACAMOLE ORIGINAL","OM ORGANIC","SEAMLESS, BROOKLYN, NY",5.99
"YUCATAN GUACAMOLE SPICY","OM ORGANIC","SEAMLESS, BROOKLYN, NY",5.99
"YUCATAN GUACAMOLE SPICY 95% AVOCADO 8 OZ","BROOKLYN BORN MINI MARKET","SEAMLESS, BROOKLYN, NY",8.99
"YUCATAN HOT WINGS DINNER","SALSA Y SALSA","NEW YORK, NY",7.95
"YUCATAN HOT WINGS LUNCH","SALSA Y SALSA","NEW YORK, NY",7.95
"YUCATAN MAHI WITH ACHIOTE - REGULAR","BARROJA","WILMINGTON, DE",24
"YUCATAN MANGO SALAD","SAVERIO'S PIZZERIA","ANCHORAGE, AK",9.5
"YUCATAN MANGO SALAD - REGULAR","CHAPARRAL MEXICAN GRILL","COCOA, FL",10.5
"YUCATAN OMELET","OLD NEW YORK DELI & BAKERY","GRUBHUB, CAMARILLO, CA",11.99
"YUCATAN ORANGE PORK (COCHINITA PIBIL)","JULIO'S CANTINA","MONTPELIER, VT",13.5
"YUCATAN PLATE","EL FENIX MEXICAN RESTAURANT","ARLINGTON, TX",8.99
"YUCATAN PLATE","OSTIONERIA MICHOACAN","UBEREATS, HOUSTON, TX",15.95
"YUCATAN PLATE","OSTIONERIA MICHOACAN #16","GRUBHUB, HOUSTON, TX",12.95
"YUCATAN PLATE","OSTIONERIA MICHOACAN ( FEDERAL ROAD )","UBEREATS, HOUSTON, TX",13.95
"YUCATAN PLATE","OSTIONERIA MICHOACAN ( SOUTH GESSNER )","UBEREATS, HOUSTON, TX",15.95
"YUCATAN PLATE","OSTIONERIA MICHOACAN 15","GRUBHUB, HOUSTON, TX",12.95
"YUCATAN PLATE","OSTIONERIA MICHOACAN 16","UBEREATS, HOUSTON, TX",15.95
"YUCATAN PLATE","OSTIONERIA MICHOACAN EXPRESS","GRUBHUB, SPRING, TX",11.95
"YUCATAN QUESADILLA","CABOS CANTINA & GRILL 2","GRUBHUB, DAVENPORT, IA",8
"YUCATAN QUESADILLA","JINKY'S CAFE","UBEREATS, THOUSAND OAKS, CA",16
"YUCATAN QUESADILLA","JINKY'S KANAN CAFE","UBEREATS, AGOURA HILLS, CA",16
"YUCATAN QUESADILLA","JINKY's CAFE","1724 EAST AVENIDA DE LOS ARBOLES, DOORDASH, THOUSAND OAKS, CA",16
"YUCATAN QUESADILLA","SENOR FOX","GRUBHUB, VIRGINIA BEACH, VA",15.99
"YUCATAN RICE","CORONADO MEXICAN KITCHEN AND MARGARITA HOUSE","GRUBHUB, SOUTH ELGIN, IL",3.49
"YUCATAN SALAD","CAFE ADOBE","HOUSTON, TX",12.6
"YUCATAN SALAD","V STREET","PHILADELPHIA, PA",12
"YUCATAN SAUSAGE AND EGG WRAP","DRNK COFFEE + TEA","LOS ANGELES, CA",5.75
"YUCATAN SAUSAGE WRAP","DRNK / QWENCH HOLLYWOOD","GRUBHUB, LOS ANGELES, CA",6.65
"YUCATAN SCRAMBLE (BREAKFAST / BRUNCH SERVED ALL DAY)","CAFFE LATTE","LOS ANGELES, CA",12.75
"YUCATAN SHRIMP","EL CHARRO AUTHENTIC MEXICAN CUISINE","GRUBHUB, LEXINGTON, KY",15.99
"YUCATAN SHRIMP","GUSTAVO'S MEXICAN GRILL | CRESTWOOD","CRESTWOOD, KY",12.99
"YUCATAN SHRIMP","GUSTAVO'S MEXICAN GRILL | LA GRANGE","LA, KY",12.99
"YUCATAN SHRIMP","GUSTAVO'S MEXICAN GRILL | PROSPECT","PROSPECT, KY",12.99
"YUCATAN SHRIMP","GUSTAVOS MEXICAN GRILL","GRUBHUB, LA GRANGE, KY",12.99
"YUCATAN SHRIMP","LOS PORTALES MEXICAN GRILL","EVANSVILLE, IN",13.99
"YUCATAN SHRIMP","MEXICO RESTAURANT - ASHLAND","ASHLAND, VA",13.49
"YUCATAN SHRIMP","MEXICO RESTAURANT - FOREST HILL","RICHMOND, VA",13.49
"YUCATAN SHRIMP","MEXICO RESTAURANT - MECHANICSVILLE","MECHANICSVILLE, VA",13.49
"YUCATAN SHRIMP","MEXICO RESTAURANT - SANDSTON","RICHMOND, VA",13.49
"YUCATAN SHRIMP","MEXICO RESTAURANT - SHORT PUMP","RICHMOND, VA",13.49
"YUCATAN SHRIMP","MEXICO RESTAURANT - WOODLAKE","MIDLOTHIAN, VA",13.49
"YUCATAN SHRIMP","MEXICO RESTAURANT -INNSBROOK","GLEN, VA",13.49
"YUCATAN SHRIMP FAJITAS","ABUELO'S MEXICAN FOOD EMBASSY","GRUBHUB, PEORIA, AZ",17.49
"YUCATAN SHRIMP FAJITAS","ABUELO'S RESTAURANT","GRUBHUB, CHESAPEAKE, VA",17.49
"YUCATAN SHRIMP FAJITAS","ABUELOS MEXICAN RESTAURANT","GRUBHUB, KISSIMMEE, FL",17.49
"YUCATAN SHRIMP TACOS","SAINT ANEJO","ORLANDO, FL",13.5
"YUCATAN SHRIMP TACOS LUNCH","SAINT ANEJO","ORLANDO, FL",12
"YUCATAN SPECIAL","CANCUN RESTAURANT","ATLANTA, GA",10.99
"YUCATAN SPECIAL","MI CERRITO MEXICAN RESTAURANT","DELAWARE, OH",15.3
"YUCATAN SPICY BURGER","JOE'S ICE CREAM","SAN FRANCISCO, CA",6.85
"YUCATAN SPICY CHICKEN SANDWICH","JOE'S ICE CREAM","SAN FRANCISCO, CA",8.55
"YUCATAN STEAK","MERIDA MEXICAN RESTAURANT","UBEREATS, HOUSTON, TX",13.75
"YUCATAN STEAK & EGGS","SALSAS MEXICAN & SEAFOOD RESTAURANT","GRUBHUB, GALVESTON, TX",13.81
"YUCATAN STORM SURGE","BOURBON HEAT","NEW ORLEANS, LA",8.5
"YUCATAN STYLE CHICKEN","LOS CAZADORES","GRUBHUB, CINCINNATI, OH",13.99
"YUCATAN TACO","TACO MAYA (STATE & 8TH ST)","UBEREATS, CHICAGO, IL",4.99
"YUCATAN TACO SALAD","EL RINCON MEXICAN GRILL WADSWORTH","GRUBHUB, WADSWORTH, OH",7.25
"YUCATAN TACOS","LOS CABOS MEXICAN GRILL AND CANTINA","INDEPENDENCE, MO",11.99
"YUCATAN VEGGIE FAJITAS","LAS PEÑAS MEXICAN GRILL 2","UBEREATS, MOGADORE, OH",9.99
"YUCATAN VEGGIES","EL RINCON MEXICAN GRILL WADSWORTH","GRUBHUB, WADSWORTH, OH",7.25
"YUCATAN-STYLE FREE RANGE ORGANIC CHICKEN BREAST SALAD","CAFE PASQUAL’S","SANTA FE, NM",15.75
"YUCATECA SOUP","CANCUN RESTAURANT","ATLANTA, GA",11.99
"YUCATECAN COMBO (SAT & SUN ONLY)","LA FLOR DE YUCATAN BAKERY","UBEREATS, LOS ANGELES, CA",11.75
"YUCATECAN TRIO","LA FLOR DE YUCATAN BAKERY","UBEREATS, LOS ANGELES, CA",9.99
"YUCATECAS","ACAPULCO GRILL","GRUBHUB, HOMEWOOD, AL",9.25
"YUCATECAS","COZUMEL GRILL","GRUBHUB, PELHAM, AL",7.25
"YUCATECAS WITH BEEF","COZUMEL GRILL","GRUBHUB, PELHAM, AL",8
"YUCATECAS WITH CHICKEN","COZUMEL GRILL","GRUBHUB, PELHAM, AL",8
"YUCATECO","EL MOLCAJETE COCINA MEXICANA","GRUBHUB, EDGEWATER, FL",8.99
"YUCATECO","EL TEQUILAS MEXICAN RESTAURANT","GRUBHUB, DAYTONA BEACH, FL",8.99
"YUCATECO","LA CATRINA COCINA MEXICANA","GRUBHUB, ORMOND BEACH, FL",8.99
"YUCATECO PLATE","TEQUILA'S MEXICAN GRILL & CANTINA","GRUBHUB, CLEARWATER, FL",10.5
"YUCATECO PLATE GRILLED CHICKEN SPECIAL","CANTINA MEXICAN GRILL & BAR","GRUBHUB, TAMPA, FL",12.75
"YUCATECO PLATE SHRIMP & SCALLOPS SPECIAL","CANTINA MEXICAN GRILL & BAR","GRUBHUB, TAMPA, FL",16.5
"YUCATECO PLATE SHRIMP SPECIAL","CANTINA MEXICAN GRILL & BAR","GRUBHUB, TAMPA, FL",14.25
"YUCATECO TOSTADAS","GINA MEXICANA","NEW YORK, NY",14
"YUCATÁN","EL JIMADOR MEXICAN GRILL","GRUBHUB, MAGNOLIA, TX",15.5
"YUCATÁN","GRINGO'S MEXICAN KITCHEN","TEXAS, TX",17.99
"YUCCA","GT&T RESTAURANT & BAKERY","BROOKLYN, NY",3
"YUCCA","INTERNATIONAL FOOD HOUSE","NEW YORK, NY",4
"YUCCA","LAS BRASAS CHARCOAL CHICKEN","UBEREATS, HOUSTON, TX",2.99
"YUCCA","MAMI RESTAURANT","NEW YORK, NY",3.99
"YUCCA","MI CARIBE","SAINT LOUIS, MO",5.25
"YUCCA","MI CASA CAFE & RESTAURANTE","YONKERS, NY",4
"YUCCA","MOJITO CUBAN CUISINE","BROOKLYN, NY",5.99
"YUCCA","PARCERO'S CHICKEN","OZONE PARK, NY",3.5
"YUCCA","PERDIGON EL SABOR | TAMPA","TAMPA, FL",3
"YUCCA","PERU CAFE EXPRESS","UBEREATS, HOUSTON, TX",3
"YUCCA","PLAZA MARGARITA","GRUBHUB, CENTEREACH, NY",3.99
"YUCCA","SAZON","NEW YORK, NY",7
"YUCCA (CASSAVA)","EL CONQUISTADOR","PEEKSKILL, NY",4.99
"YUCCA / FRIED CASSAVA","JAIMITO'S","CLIFTON, NJ",5
"YUCCA 1/2 TRAY","QUECHUA NOSTRA (FORMERLY BEST LEXINGTON PERUVIAN","SEAMLESS, NEW YORK, NY",50
"YUCCA 2 GOLPES CON 2 HUEVOS","INTERNATIONAL COFFEE SHOP","SEAMLESS, BROOKLYN, NY",9
"YUCCA AND CHIMICHURRI","ANDALE LATINO GRILL","UBEREATS, PA",4.09
"YUCCA AREPA","SANO FOOD","GRUBHUB, MIAMI, FL",12.65
"YUCCA AU GRATIN","CAOBA LOUNGE & BISTRO","BROOKLYN, NY",5
"YUCCA BITES","SUSHIATO","GRUBHUB, FORT LAUDERDALE, FL",16
"YUCCA BRANDADE FRITTERS","FATTORIA E MARE","GRUBHUB, BURLINGAME, CA",14
"YUCCA BRAVAS","THE PINK DINGHY 609 19TH STREET","VIRGINIA BEACH, VA",10
"YUCCA BREAKFAST","LA VEGA ORGANIC BITES AND JUICES","SEAMLESS, NEW YORK, NY",8.99
"YUCCA BREAKFAST","MI CASA BAR AND RESTAURANT","SEAMLESS, RICHMOND HILL, NY",3.25
"YUCCA BREAKFAST/ TRES GOLPES WITH YUCCA","MS CARIDAD RESTAURANT III","BRONX, NY",9.99
"YUCCA CASSSAVA ROOT","TITO'S POLLO","SILVER SPRING, MD",3.5
"YUCCA CHEESE BALLS","CHUG'S","MIAMI, FL",6.99
"YUCCA CHICHARRON","BISQ","CAMBRIDGE, MA",11
"YUCCA CHIPS","PAO & CHA-CHA LATIN ASIAN KITCHEN","ASTORIA, NY",4.55
"YUCCA CHIPS","PASION","BUFFALO, NY",4
"YUCCA CHIPS","RAIZES CHURRASCARIA","SEAMLESS, BROOKLYN, NY",6
"YUCCA CHIPS","SWEET WATER GRILLE","SEWICKLEY, PA",6
"YUCCA CHIPS & DIP","¡QUESADILLA MÍA!","UBEREATS, LOS ANGELES, CA",3.49
"YUCCA COCONUT CAKE","JJ'S ASIAN FUSION","SEAMLESS, ASTORIA, NY",5.5
"YUCCA CON CHICHARRON","LOS COCOS SALVADORAN RESTAURANT","OAKLAND, CA",7.25
"YUCCA CON CHICHARRON CON CURTIDO","LOS PLANES DE RENDEROS","SAN FRANCISCO, CA",10
"YUCCA CON CHICHARRON SANCOCHADA/BOILED","LOS COCOS SALVADORAN RESTAURANT","OAKLAND, CA",6.75
"YUCCA CON CHICHARRONES FRITA","GENESIS RESTAURANTE Y PUPUSERIA","GRUBHUB, LOS ANGELES, CA",6.99
"YUCCA CON DOS PUPUSAS (PUPUSAS & YUCCA)","PUPUSERIA EL SALVADOR","GRUBHUB, GRAND RAPIDS, MI",8.99
"YUCCA CON SANCOCHADA","GENESIS RESTAURANTE Y PUPUSERIA","GRUBHUB, LOS ANGELES, CA",6.99
"YUCCA FLOUR - REGULAR","BOSSA NOVA INC","WEST HOLLYWOOD, CA",4
"YUCCA FRIED","CASA THEODORO PIZZERIA","SEAMLESS, WOODSIDE, NY",5
"YUCCA FRIED","QUECHUA NOSTRA (FORMERLY BEST LEXINGTON PERUVIAN","SEAMLESS, NEW YORK, NY",5.95
"YUCCA FRIED HAND CUT","THE GENERAL'S CHICKEN RICE","NEW YORK, NY",8
"YUCCA FRIES","AMSTERDAM SOCIAL","NEW YORK, NY",4
"YUCCA FRIES","BARRANCO KITCHEN","GRUBHUB, LAFAYETTE, CA",5
"YUCCA FRIES","BISSAP BAOBAB OAKLAND","OAKLAND, CA",2.5
"YUCCA FRIES","BOMBA TACOS & RUM","ROCKY, OH",3.5
"YUCCA FRIES","BRAZIL BRAZIL","SEAMLESS, NEW YORK, NY",7
"YUCCA FRIES","CABO","BRONX, NY",6
"YUCCA FRIES","CABO CANTINA","ATLANTA, GA",4
"YUCCA FRIES","CAFE DE BROADWAY","NEW YORK, NY",6
"YUCCA FRIES","CAOBA LOUNGE & BISTRO","BROOKLYN, NY",5
"YUCCA FRIES","CHICKEN LATINO","PITTSBURGH, PA",4.63
"YUCCA FRIES","COPPELIA","SEAMLESS, NEW YORK, NY",4.75
"YUCCA FRIES","DISTRICT RESTAURANT","UBEREATS, LOS ANGELES, CA",9
"YUCCA FRIES","DOS TACOS","PHILADELPHIA, PA",6
"YUCCA FRIES","EL RINCONCITO CHAPIN","CLEVELAND, OH",4.5
"YUCCA FRIES","EL SABOR CASERO","BRONX, NY",4
"YUCCA FRIES","ESSENSIA RESTAURANT AND LOUNGE","GRUBHUB, MIAMI BEACH, FL",9
"YUCCA FRIES","JERKY'Z","NEW YORK, NY",4
"YUCCA FRIES","LA BODEGA`S AUTHENTIC LATIN CUISINE","DALLAS, TX",7
"YUCCA FRIES","LA DUNI LATIN KITCHEN & COFFEE STUDIO","GRUBHUB, DALLAS, TX",4.95
"YUCCA FRIES","LIMA'S TASTE","NEW YORK, NY",9
"YUCCA FRIES","LUX BAR & GRILL","NEW YORK, NY",3
"YUCCA FRIES","MANNAHATTA","NEW YORK, NY",6
"YUCCA FRIES","NANA SWEET SUSHI","SEAMLESS, NEW YORK, NY",8.25
"YUCCA FRIES","NELSON BLUE","NEW YORK, NY",8
"YUCCA FRIES","PALADAR LATIN KITCHEN & RUM BAR","VIENNA, VA",5
"YUCCA FRIES","PHIL'S CRUMMY CORNER","BROOKLYN, NY",3.5
"YUCCA FRIES","PINCHE TAQUERIA","NEW YORK, NY",4.95
"YUCCA FRIES","POP CITY GRILL","ELMHURST, NY",4.5
"YUCCA FRIES","QKACHAPA","NEW YORK, NY",4.99
"YUCCA FRIES","REMEDY DINER","UBEREATS, NEW YORK, NY",8.99
"YUCCA FRIES","SHAKOU SUSHI","GRUBHUB, LIBERTYVILLE, IL",3
"YUCCA FRIES","SOFRITO CAFE","UBEREATS, HOUSTON, TX",3
"YUCCA FRIES","SOJU RESTAURANT & LOUNGE","NEW YORK, NY",5
"YUCCA FRIES","SONS & DAUGHTERS OF NYC","NEW YORK, NY",10
"YUCCA FRIES","STONE'S AND CHIN'S RESTAURANT & BAKERY","GRUBHUB, SAN BERNADINO, CA",3.99
"YUCCA FRIES","THE JIBARITO STOP","UBEREATS, CHICAGO, IL",4.25
"YUCCA FRIES","THE PACIFIC KITCHEN","GRUBHUB, MONTGOMERY, OH",7
"YUCCA FRIES","TIO LUCA COCINA & VINO BAR","NEW YORK, NY",6
"YUCCA FRIES","UNION CANTINA","SOUTHAMPTON, NY",6
"YUCCA FRIES","VACCA GRILL & LOUNGE","NEW YORK, NY",4
"YUCCA FRIES","VERDE MEXICAN KITCHEN & CANTINA","PITTSBURGH, PA",5
"YUCCA FRIES","VIA BRASIL STEAKHOUSE IN SUMMERLIN","GRUBHUB, LAS VEGAS, NV",5.99
"YUCCA FRIES","WEST END BAR & GRILL","NEW YORK, NY",9
"YUCCA FRIES","WOODSPOON","UBEREATS, LOS ANGELES, CA",6
"YUCCA FRIES","YUCATAN TACO STAND","DALLAS, TX",5
"YUCCA FRIES (6 PCS.)","MEXICO LINDO","2620 SOUTH COBB DRIVE, DOORDASH, SMYRNA, GA",3.75
"YUCCA FRIES AND CURTIDO","THE PURPLE ELEPHANT","NORTHPORT, NY",10
"YUCCA FRIES AND TOSTONES","ASA MEZA","LOS ANGELES, CA",5
"YUCCA FRIES DINNER","TANGELO'S GRILLE","GRUBHUB, SAINT PETERSBURG, FL",4.95
"YUCCA FRIES LUNCH","CAOBA LOUNGE & BISTRO","BROOKLYN, NY",4
"YUCCA FRIES LUNCH","SONS & DAUGHTERS OF NYC","NEW YORK, NY",8
"YUCCA FRIES LUNCH","TANGELO'S GRILLE","GRUBHUB, SAINT PETERSBURG, FL",4.95
"YUCCA FRIES WITH  GARLIC MOJITO","TERRACE ON THE HUDSON","GRUBHUB, WEST HAVERSTRAW, NY",7
"YUCCA FRIES WITH HABANERO KETCHUP","BAD DOG TAQUERIA","ATLANTA, GA",4
"YUCCA FRIES | YUQUITAS - REGULAR","AJI LIMO PERUVIAN","BELMONT, CA",5
"YUCCA FRITA","CANA OAKLAND","OAKLAND, CA",4
"YUCCA FRITA","EMPANADA MAMA LES","UBEREATS, NEW YORK, NY",12
"YUCCA FRITA","GUAYABA LATIN GRILL","HOUSTON, TX",6.95
"YUCCA FRITA","HOLA ESPANA RESTAURANT","SEAMLESS, BRONX, NY",4
"YUCCA FRITA","HOLA ESPAÑA","BRONX, NY",4
"YUCCA FRITA","INCA'S PERUVIAN GRILL","GRUBHUB, UPLAND, CA",4.5
"YUCCA FRITA","LA CHOZA RESTAURANT LATIN CUISINE","GRUBHUB, CROYDON, PA",5.75
"YUCCA FRITA","MAMBO'S DOMINICAN KITCHEN","CHANDLER, AZ",7.99
"YUCCA FRITA","MOCTEZUMAS TAQUERIA","GRUBHUB, COLUMBIA, SC",5.99
"YUCCA FRITA","NACIONAL 56","PHILADELPHIA, PA",5
"YUCCA FRITA","PIURA RESTAURANT","BAYSIDE, NY",4
